ticker,period,eps_actual,eps_forecast,eps_std,sue,transcript_path,cosine,nnw
STRATEGIC EDUCATION INC,2.0,2.06,1.8,0.03,8.666666666666668,transcripts_by_company/Strategic_Education_Inc_2020Q2.txt,0.5259117484092712,0.47408825159072876
SIGMA-ALDRICH CORP,1.0,0.84,0.78,0.0144444444444444,4.153846153846162,transcripts_by_company/Sigma-Aldrich_Corporation_2010Q1.txt,0.6548567414283752,0.34514325857162476
CBIZ INC,4.0,-0.23,-0.12,0.0244444444444444,-4.500000000000009,transcripts_by_company/CBIZ_Inc_2022Q4.txt,0.5419594645500183,0.4580405354499817
CHURCH & DWIGHT CO INC,1.0,0.92,0.87,0.0255555555555555,1.9565217391304406,transcripts_by_company/Church_and_Dwight_2009Q1.txt,0.5260299444198608,0.47397005558013916
ATLANTIC CAPITAL BANCSHARES INC,2.0,0.58,0.33,0.0366666666666666,6.81818181818183,transcripts_by_company/Atlantic_Capital_Bancshares_Inc_2021Q2.txt,0.4418490529060364,0.5581509470939636
ENTERASYS NETWORKS INC,3.0,-0.07,-0.05,0.0185714285714285,-1.0769230769230813,transcripts_by_company/Enterasys_Networks_Inc_2003Q3.txt,0.5072178840637207,0.4927821159362793
MCGRAW-HILL COMPANIES INCORPORAT,4.0,0.63,0.58,0.0177777777777777,2.8125000000000147,transcripts_by_company/The_McGraw-Hill_Companies_Inc_2011Q4.txt,0.5029410719871521,0.4970589280128479
NEENAH INC,1.0,0.38,0.62,0.18,-1.3333333333333333,transcripts_by_company/Neenah_Paper_Inc_2008Q1.txt,0.5906133651733398,0.40938663482666016
CHURCHILL DOWNS INC,4.0,0.58,0.84,0.173,-1.5028901734104048,transcripts_by_company/Churchill_Downs_Incorporated_2016Q4.txt,0.4914534389972687,0.5085465610027313
TIM HORTONS INC,4.0,0.41,0.37,0.019,2.105263157894736,transcripts_by_company/TIM_HORTONS_INC_2007Q4.txt,0.4882739186286926,0.5117260813713074
MERCANTILE BANK CORP,4.0,-0.78,-0.08,0.079,-8.860759493670887,transcripts_by_company/Pacific_Mercantile_Bank_2009Q4.txt,0.5691975951194763,0.4308024048805237
MDRNA INC,2.0,-0.34,0.0,0.07,-4.857142857142857,transcripts_by_company/MDRNA_Inc_2010Q2.txt,0.5292944312095642,0.4707055687904358
WD 40 CO,1.0,0.31,0.41,0.0088888888888888,-11.25000000000011,transcripts_by_company/WD-40_Company_2005Q1.txt,0.54044109582901,0.45955890417099
BELO CORP,3.0,0.27,0.25,0.0311111111111111,0.6428571428571437,transcripts_by_company/Belo_2003Q3.txt,0.5474966764450073,0.4525033235549927
GOLAR LNG LTD,3.0,0.56,0.67,0.11,-0.9999999999999999,transcripts_by_company/Golar_LNG_Limited_2012Q3.txt,0.46312567591667175,0.5368743240833282
PC CONNECTION INC,1.0,0.23,0.26,0.0033333333333333,-9.000000000000089,transcripts_by_company/PC_Connection_Inc_2013Q1.txt,0.5478576421737671,0.4521423578262329
PENNYMAC MORTGAGE INVESTMENT TRU,4.0,0.55,0.4,0.0544444444444444,2.7551020408163294,transcripts_by_company/PennyMac_Mortgage_Investment_Trust_2018Q4.txt,0.5369839668273926,0.4630160331726074
INFORMATICA CORP,2.0,0.17,0.17,0.01,0.0,transcripts_by_company/Informatica_Corporation_2008Q2.txt,0.533894956111908,0.46610504388809204
PHASE FORWARD INC,1.0,0.15,0.13,0.0133333333333333,1.500000000000003,transcripts_by_company/Phase_Forward_Incorporated_2009Q1.txt,0.5114498734474182,0.4885501265525818
TIPPINGPOINT TECHNOLOGIES,2.0,-0.54,-0.44,,,transcripts_by_company/TippingPoint_Technologies_Inc_2004Q2.txt,0.5999736785888672,0.4000263214111328
OMNOVA SOLUTIONS,3.0,0.01,0.15,,,transcripts_by_company/OMNOVA_Solutions_2002Q3.txt,0.49368777871131897,0.506312221288681
FRED'S INC,1.0,0.27,0.36,0.01,-8.999999999999996,transcripts_by_company/Freds_Inc_2005Q1.txt,0.6092885136604309,0.3907114863395691
TWIST BIOSCIENCE CORP,1.0,-1.13,-0.81,0.08,-3.999999999999998,transcripts_by_company/Twist_Bioscience_Corporation_2022Q1.txt,0.5155783891677856,0.48442161083221436
PIKE CORP,3.0,-0.08,0.2,0.0366666666666666,-7.636363636363652,transcripts_by_company/Kesa_Electricals_plc_2009Q3.txt,0.46573883295059204,0.534261167049408
OPNET TECHNOLOGIES,4.0,0.04,0.06,0.0055555555555555,-3.600000000000035,transcripts_by_company/OPNET_Technologies_Inc_2002Q4.txt,0.5596292614936829,0.44037073850631714
ON SEMICONDUCTOR CORP,2.0,0.42,0.47,0.0233333333333333,-2.1428571428571455,transcripts_by_company/ON_Semiconductor_Corporation_2019Q2.txt,0.5319697856903076,0.4680302143096924
VECTRUS INC,4.0,1.42,1.21,0.03,6.999999999999999,transcripts_by_company/Vectrus_Inc_2020Q4.txt,0.5523319244384766,0.44766807556152344
DANA CORP,2.0,0.35,0.57,0.0975,-2.256410256410256,transcripts_by_company/Dana_2005Q2.txt,0.6135452389717102,0.3864547610282898
MITEK SYSTEMS INC,1.0,-0.09,-0.05,0.0266666666666666,-1.5000000000000036,transcripts_by_company/Mitek_Systems_Inc_2013Q1.txt,0.47768110036849976,0.5223188996315002
WAL-MART STORES INC,1.0,1.61,1.67,0.0411111111111111,-1.4594594594594559,transcripts_by_company/Wal-mart_Stores_Inc_2015Q1.txt,0.47266191244125366,0.5273380875587463
PEGASYSTEMS INC,2.0,0.3,0.08,0.0066666666666666,33.00000000000033,transcripts_by_company/Pegasystems_Inc_2009Q2.txt,0.5706869959831238,0.4293130040168762
RAE SYSTEMS INC,4.0,0.01,0.02,0.0066666666666666,-1.5000000000000149,transcripts_by_company/RAE_Systems_2004Q4.txt,0.5918890833854675,0.40811091661453247
MDXHEALTH SA,2.0,-0.3,-0.43,0.104,1.25,transcripts_by_company/MDxHealth_SA_2023Q2.txt,0.4591563045978546,0.5408436954021454
AVEO PHARMACEUTICALS INC,3.0,0.1,-0.04,0.02375,5.894736842105264,transcripts_by_company/AVEO_Pharmaceuticals_Inc_2019Q3.txt,0.5445215702056885,0.4554784297943115
EXPEDIA GROUP INC,2.0,1.77,1.57,0.2177777777777777,0.9183673469387756,transcripts_by_company/Pendal_Group_Limited_2019Q2.txt,0.5195204019546509,0.4804795980453491
FULL HOUSE RESORTS INC,2.0,-0.07,-0.03,,,transcripts_by_company/Full_House_Resorts_Inc_2017Q2.txt,0.4697044789791107,0.5302955210208893
LA-Z-BOY INC,4.0,0.82,0.36,0.1311111111111111,3.5084745762711864,transcripts_by_company/La-Z-Boy_Incorporated_2020Q4.txt,0.5093358159065247,0.49066418409347534
GUIDANT CORPORATION,1.0,0.56,0.52,0.027,1.4814814814814827,transcripts_by_company/Guidant_Corporation_2004Q1.txt,0.5765164494514465,0.42348355054855347
SIRIUS SATELLITE RADIO INC,2.0,-0.13,-0.11,0.0133333333333333,-1.500000000000004,transcripts_by_company/SIRIUS_Satellite_Radio_2005Q2.txt,0.4882814586162567,0.5117185413837433
AFFILIATED MANAGERS GROUP INC,2.0,2.74,3.37,0.16,-3.937499999999999,transcripts_by_company/Affiliated_Managers_Group_Inc_2020Q2.txt,0.48013386130332947,0.5198661386966705
ANGIODYNAMICS INC,4.0,0.17,0.09,0.0144444444444444,5.538461538461556,transcripts_by_company/AngioDynamics_2014Q4.txt,0.49893859028816223,0.5010614097118378
COMMERCIAL VEHICLE GROUP INC,2.0,0.03,0.2,0.04,-4.25,transcripts_by_company/Commercial_Vehicle_Group_Inc_2013Q2.txt,0.5095821619033813,0.49041783809661865
SYMANTEC CORP,4.0,0.44,0.41,0.0133333333333333,2.2500000000000075,transcripts_by_company/Symantec_Corporation_2018Q4.txt,0.4130244851112366,0.5869755148887634
MEDNAX INC,3.0,0.86,0.86,0.0133333333333333,0.0,transcripts_by_company/MEDNAX_Inc_2014Q3.txt,0.5953474640846252,0.40465253591537476
TERNIUM SA,4.0,0.2,1.73,0.4522222222222222,-3.3832923832923836,transcripts_by_company/Ternium_SA_2022Q4.txt,0.532898485660553,0.467101514339447
GREIF BROS CORP,3.0,0.44,0.66,,,transcripts_by_company/Greif_Bros_Corporation_2002Q3.txt,0.515268087387085,0.48473191261291504
KVH INDUSTRIES INC,2.0,0.1,0.17,0.01875,-3.733333333333334,transcripts_by_company/KVH_Industries_Inc_2007Q2.txt,0.47652551531791687,0.5234744846820831
HARVARD BIOSCIENCE INC,2.0,0.06,0.06,0.0125,0.0,transcripts_by_company/Harvard_Bioscience_Inc_2021Q2.txt,0.51742023229599,0.48257976770401
ESTERLINE CORP,2.0,0.84,0.78,0.04,1.4999999999999984,transcripts_by_company/Esterline_Technologies_Corporation_2008Q2.txt,0.579782247543335,0.42021775245666504
ENDO PHARMACEUTICALS,1.0,1.09,1.29,0.1122222222222222,-1.7821782178217822,transcripts_by_company/Endo_Pharmaceuticals_Holdings_Inc_2013Q1.txt,0.5768277049064636,0.4231722950935364
WET SEAL INC,4.0,0.04,0.05,0.01,-1.0000000000000002,transcripts_by_company/The_Wet_Seal_Inc_2010Q4.txt,0.605822741985321,0.39417725801467896
COINSTAR INC,2.0,0.15,0.3,0.025,-5.999999999999999,transcripts_by_company/Coinstar_2006Q2.txt,0.5255388617515564,0.4744611382484436
MERITAGE CORPORATION,1.0,-1.72,-0.36,0.4822222222222222,-2.8202764976958523,transcripts_by_company/Meritage_Homes_Corporation_2008Q1.txt,0.5182467103004456,0.48175328969955444
LPL INVESTMENT HOLDINGS INC,3.0,0.46,0.43,0.0388888888888888,0.7714285714285739,transcripts_by_company/Marfin_Investment_Group_Holdings_SA_2011Q3.txt,0.5097551345825195,0.49024486541748047
SOLERA HOLDINGS INC,3.0,0.62,0.82,0.05,-3.999999999999999,transcripts_by_company/Solera_Holdings_Inc_2015Q3.txt,0.5547558665275574,0.4452441334724426
AUDIOCODES LTD,2.0,0.37,0.34,0.0188888888888888,1.5882352941176532,transcripts_by_company/AudioCodes_Ltd_2021Q2.txt,0.5818572640419006,0.41814273595809937
OLIN CORP,4.0,1.49,2.24,0.2333333333333333,-3.2142857142857157,transcripts_by_company/Olin_Corporation_2022Q4.txt,0.5389496088027954,0.4610503911972046
BODY CENTRAL CORP,1.0,0.36,0.41,0.0077777777777777,-6.428571428571491,transcripts_by_company/Body_Central_Corp_2012Q1.txt,0.5027264356613159,0.4972735643386841
NANOMETRICS INC,1.0,0.12,0.39,0.0533333333333333,-5.0625000000000036,transcripts_by_company/Nanometrics_2012Q1.txt,0.45203080773353577,0.5479691922664642
UNDER ARMOUR INC,3.0,0.51,0.67,0.0255555555555555,-6.260869565217406,transcripts_by_company/Under_Armour_Inc_2008Q3.txt,0.5307824015617371,0.46921759843826294
FIRST HORIZON CORP,2.0,-0.58,-0.06,0.1222222222222222,-4.254545454545456,transcripts_by_company/First_Horizon_National_Corporation_2009Q2.txt,0.4401453733444214,0.5598546266555786
ATLANTIC POWER CORP,3.0,0.21,-0.03,0.04,6.0,transcripts_by_company/Atlantic_Power_Corporation_2017Q3.txt,0.528492271900177,0.471507728099823
CONCERT PHARMACEUTICALS INC,3.0,-0.6,-0.91,0.14125,2.1946902654867264,transcripts_by_company/Concert_Pharmaceuticals_Inc_2020Q3.txt,0.5527573823928833,0.4472426176071167
SINA CORP,3.0,0.42,0.25,0.05125,3.317073170731707,transcripts_by_company/Sina_Corporation_2013Q3.txt,0.5306564569473267,0.46934354305267334
PHARMATHENE INC,4.0,-0.17,-0.26,,,transcripts_by_company/Pharmathene_2008Q4.txt,0.5754989385604858,0.42450106143951416
AVALONBAY COMMUNITIES INC,1.0,1.05,1.15,0.4822222222222222,-0.20737327188940063,transcripts_by_company/AvalonBay_Communities_Inc_2023Q1.txt,0.4423496425151825,0.5576503574848175
SENSIENT TECHNOLOGIES CORP,1.0,0.89,0.93,0.0285714285714285,-1.4000000000000048,transcripts_by_company/Sensient_Technologies_Corporation_2018Q1.txt,0.5263643860816956,0.47363561391830444
ENCOMPASS HEALTH CORP,1.0,1.04,0.93,0.0377777777777777,2.9117647058823586,transcripts_by_company/Encompass_Health_Corporation_2019Q1.txt,0.5479521751403809,0.45204782485961914
CELLEBRITE DI LTD,2.0,0.0,0.03,0.0177777777777777,-1.687500000000007,transcripts_by_company/Cellebrite_DI_Ltd_2022Q2.txt,0.4894595146179199,0.5105404853820801
CULP INC,1.0,0.18,0.29,,,transcripts_by_company/Culp_Inc_2011Q1.txt,0.5222564935684204,0.4777435064315796
BECTON DICKINSON AND CO,3.0,1.39,1.46,0.02,-3.500000000000003,transcripts_by_company/Becton_Dickinson_and_Company_2011Q3.txt,0.49379101395606995,0.50620898604393
GRAFTECH INTERNATIONAL LTD,2.0,0.11,0.19,0.016,-5.0,transcripts_by_company/GrafTech_International_Ltd_2005Q2.txt,0.4713790714740753,0.5286209285259247
MR COOPER GROUP INC,4.0,1.03,0.42,0.122,5.000000000000001,transcripts_by_company/Mr_Cooper_Group_Inc_2019Q4.txt,0.5881295800209045,0.41187041997909546
FOOT LOCKER INC,3.0,0.29,0.31,0.01125,-1.7777777777777795,transcripts_by_company/Foot_Locker_Inc_2004Q3.txt,0.5858506560325623,0.41414934396743774
AMNEAL PHARMACEUTICALS INC,4.0,0.08,0.22,0.032,-4.375,transcripts_by_company/Amneal_Pharmaceuticals_Inc_2019Q4.txt,0.5241021513938904,0.4758978486061096
AMERICAN PUBLIC EDUCATION INC,3.0,0.61,0.64,0.02625,-1.142857142857144,transcripts_by_company/American_Public_Education_Inc_2013Q3.txt,0.5616995692253113,0.4383004307746887
SARA LEE CORPORATION,2.0,0.09,0.29,0.03,-6.666666666666666,transcripts_by_company/Sara_Lee_Corporation_2010Q2.txt,0.47952717542648315,0.5204728245735168
MARINEMAX INC,4.0,0.19,0.66,0.1966666666666666,-2.389830508474577,transcripts_by_company/MarineMax_Inc_2023Q4.txt,0.6304466724395752,0.3695533275604248
NIC INC,4.0,0.03,0.04,0.00625,-1.6000000000000003,transcripts_by_company/NIC_Inc_2006Q4.txt,0.6180720329284668,0.3819279670715332
