ticker,period,eps_actual,eps_forecast,eps_std,sue,transcript_path,cosine,nnw
LIGAND PHARMACEUTICALS INC,1.0,-0.03,0.01,,,transcripts_by_company/Ligand_Pharmaceuticals_2012Q1.txt,0.5031552314758301,0.4968447685241699
NPS PHARMACEUTICALS INCORPORATED,1.0,-0.83,-1.03,,,transcripts_by_company/NPS_Pharmaceuticals_Inc_2006Q1.txt,0.5342350006103516,0.46576499938964844
FTI CONSULTING INC,2.0,1.14,0.6,,,transcripts_by_company/FTI_Consulting_Inc_2018Q2.txt,0.5663356781005859,0.43366432189941406
DXP ENTERPRISES INC,4.0,0.61,0.49,,,transcripts_by_company/DXP_Enterprises_Inc_2011Q4.txt,0.47205281257629395,0.527947187423706
SILGAN HOLDINGS INC,3.0,1.19,1.23,,,transcripts_by_company/Silgan_Holdings_Inc_2006Q3.txt,0.5086167454719543,0.49138325452804565
MICREL INC,3.0,-0.04,0.01,,,transcripts_by_company/Micrel_Inc_2002Q3.txt,0.6004778146743774,0.39952218532562256
ACTERNA,3.0,-2.12,-0.15,,,transcripts_by_company/Acterna_2002Q3.txt,0.6285850405693054,0.3714149594306946
DOMINO'S PIZZA INC,4.0,0.78,0.74,,,transcripts_by_company/Dominos_Pizza_Inc_2013Q4.txt,0.5299772620201111,0.4700227379798889
SONOCO PRODS,4.0,0.43,0.41,,,transcripts_by_company/Sonoco_2004Q4.txt,0.6205483675003052,0.3794516324996948
LIFELOCK INC,1.0,-0.06,0.04,,,transcripts_by_company/LifeLock_Inc_2015Q1.txt,0.4514474868774414,0.5485525131225586
EXACT SCIENCES CORP,4.0,-0.38,-0.29,,,transcripts_by_company/Exact_Sciences_Corp_2014Q4.txt,0.4927038848400116,0.5072961151599884
SVB FINANCIAL GROUP,4.0,1.68,1.61,,,transcripts_by_company/SVB_Financial_Group_2015Q4.txt,0.44109445810317993,0.5589055418968201
OPNET TECHNOLOGIES,3.0,0.24,0.23,,,transcripts_by_company/OPNET_Technologies_Inc_2011Q3.txt,0.5425835847854614,0.4574164152145386
NET 1 UEPS TECHNOLOGIES INC,3.0,0.36,0.54,,,transcripts_by_company/Net_1_UEPS_Technologies_Inc_2010Q3.txt,0.48709771037101746,0.5129022896289825
CALYXT INC,1.0,-0.23,-0.27,,,transcripts_by_company/Calyxt_Inc_2019Q1.txt,0.4992614984512329,0.5007385015487671
AVOCENT,3.0,0.34,0.38,,,transcripts_by_company/Avocent_Corporation_2004Q3.txt,0.5404409170150757,0.4595590829849243
TTM TECHNOLOGIES INC,2.0,0.31,0.32,,,transcripts_by_company/TTM_Technologies_Inc_2017Q2.txt,0.5034242868423462,0.4965757131576538
LATTICE SEMICONDUCTOR CORP,1.0,0.02,-0.03,,,transcripts_by_company/Lattice_Semiconductor_2006Q1.txt,0.560358464717865,0.439641535282135
CARLISLE COMPANIES INC,1.0,0.37,0.34,,,transcripts_by_company/Carlisle_Companies_2010Q1.txt,0.48070359230041504,0.519296407699585
RETAILMENOT INC,1.0,0.21,0.18,,,transcripts_by_company/RetailMeNot_Inc_2014Q1.txt,0.4572291672229767,0.5427708327770233
ILG INC,4.0,0.24,0.29,,,transcripts_by_company/ILG_Inc_2017Q4.txt,0.4977894127368927,0.5022105872631073
TGC INDUSTRIES INC,1.0,0.32,0.1,,,transcripts_by_company/TGC_Industries_Inc_2011Q1.txt,0.4652424454689026,0.5347575545310974
FORTINET INC,4.0,0.3,0.26,,,transcripts_by_company/Fortinet_Inc_2016Q4.txt,0.4444326162338257,0.5555673837661743
THERAVANCE BIOPHARMA INC,4.0,-1.23,-1.5,,,transcripts_by_company/Theravance_2015Q4.txt,0.4708242416381836,0.5291757583618164
PRGX GLOBAL INC,3.0,-0.03,0.09,,,transcripts_by_company/PRGX_Global_Inc_2019Q3.txt,0.5936667919158936,0.40633320808410645
BIOGEN IDEC INC,3.0,1.61,1.48,,,transcripts_by_company/Biogen_Idec_Inc_2011Q3.txt,0.5078185796737671,0.4921814203262329
HERLEY INDUSTRIES INCORPORAT,2.0,0.24,0.28,,,transcripts_by_company/Herley_Industries_Inc_2005Q2.txt,0.5385039448738098,0.4614960551261902
J M SMUCKER CO,2.0,1.8,1.82,,,transcripts_by_company/The_J_M_Smucker_Company_2017Q2.txt,0.4536128044128418,0.5463871955871582
WABTEC CORPORATION,1.0,0.52,0.48,,,transcripts_by_company/Wabtec_Corporation_2007Q1.txt,0.5110175013542175,0.48898249864578247
INFOSONICS CORP,4.0,-0.07,0.09,,,transcripts_by_company/InfoSonics_Corporation_2007Q4.txt,0.47809240221977234,0.5219075977802277
ARTIO GLOBAL INVESTORS INC,1.0,0.46,0.42,,,transcripts_by_company/Artio_Global_Investors_2010Q1.txt,0.5218538045883179,0.47814619541168213
GOLAR LNG LTD,1.0,-0.08,-0.02,,,transcripts_by_company/Golar_LNG_Limited_2021Q1.txt,0.5079529881477356,0.4920470118522644
SYMMETRICOM INCORPORATED,3.0,0.05,0.08,,,transcripts_by_company/Symmetricom_2009Q3.txt,0.509451687335968,0.490548312664032
SCICLONE PHARMACEUTICALS INCORPO,4.0,-0.08,-0.07,,,transcripts_by_company/SciClone_Pharmaceuticals_Inc_2007Q4.txt,0.45965659618377686,0.5403434038162231
CYNERGISTEK INC,2.0,0.08,0.11,,,transcripts_by_company/Cynergistek_Inc_2018Q2.txt,0.579121470451355,0.420878529548645
LOWE'S COMPANIES INC,2.0,1.77,1.49,,,transcripts_by_company/Lowes_Companies_Inc_2020Q2.txt,0.544401228427887,0.45559877157211304
CALERES INC,4.0,1.37,1.25,,,transcripts_by_company/Caleres_Inc_2023Q4.txt,0.4366999566555023,0.5633000433444977
INTUIT INC,2.0,1.05,1.06,,,transcripts_by_company/Intuit_2003Q2.txt,0.5175471901893616,0.4824528098106384
SUPERTEX INC,2.0,0.05,0.07,,,transcripts_by_company/Supertex_Inc_2012Q2.txt,0.5067352056503296,0.4932647943496704
ALDEYRA THERAPEUTICS INC,4.0,-0.47,-0.57,,,transcripts_by_company/Aldeyra_Therapeutics_Inc_2019Q4.txt,0.5845934152603149,0.41540658473968506
SNAP INC,2.0,-0.02,0.09,,,transcripts_by_company/Snap_Inc_2022Q2.txt,0.44500377774238586,0.5549962222576141
MANULIFE FINANCIAL CORP,4.0,0.74,0.69,,,transcripts_by_company/Manulife_Financial_Corporation_2020Q4.txt,0.4739997982978821,0.5260002017021179
LANDAUER INC,1.0,0.54,0.86,,,transcripts_by_company/Landauer_Inc_2013Q1.txt,0.463759183883667,0.536240816116333
HCP INC,3.0,0.12,0.23,,,transcripts_by_company/HCP_Inc_2017Q3.txt,0.5157632231712341,0.48423677682876587
"RICK'S CABARET INTERNATIONAL, IN",3.0,0.27,0.33,,,transcripts_by_company/Ricks_Cabaret_International_Inc_2013Q3.txt,0.5207623839378357,0.4792376160621643
SUPERGEN INC,2.0,0.19,-0.05,,,transcripts_by_company/SuperGen_2007Q2.txt,0.45967674255371094,0.5403232574462891
LOOPNET INC,2.0,0.07,0.06,,,transcripts_by_company/LoopNet_Inc_2010Q2.txt,0.48333778977394104,0.516662210226059
BOWATER INC,1.0,-0.9,-0.2,,,transcripts_by_company/Bowater_Incorporated_2003Q1.txt,0.4896928071975708,0.5103071928024292
CREDIT SUISSE GROUP AG,3.0,0.98,1.47,,,transcripts_by_company/Credit_Suisse_Group_2007Q3.txt,0.4943592846393585,0.5056407153606415
CAMTEK LTD,4.0,-0.02,0.12,,,transcripts_by_company/Camtek_Ltd_2011Q4.txt,0.48939594626426697,0.510604053735733
SONIDA SENIOR LIVING INC,2.0,23.49,-1.56,,,transcripts_by_company/Sienna_Senior_Living_Inc_2021Q2.txt,0.5791579484939575,0.4208420515060425
PENNANTPARK INVESTMENT CORP,3.0,0.26,0.28,,,transcripts_by_company/PennantPark_Investment_Corporation_2013Q3.txt,0.5779063105583191,0.4220936894416809
EDUCATION MANAGEMENT,1.0,0.52,0.51,,,transcripts_by_company/Education_Management_Corporation_2006Q1.txt,0.5512361526489258,0.4487638473510742
LIQUID HOLDINGS GROUP INC,3.0,-0.09,-0.1,,,transcripts_by_company/Liquid_Holdings_Group_Inc_2014Q3.txt,0.5041475296020508,0.4958524703979492
CNA SURETY CP,3.0,-1.14,0.21,,,transcripts_by_company/CNA_Surety_2003Q3.txt,0.503264844417572,0.496735155582428
SYNCHRONOSS TECHNOLOGIES INC,4.0,0.06,0.03,,,transcripts_by_company/Synchronoss_Technologies_Inc_2021Q4.txt,0.4403243362903595,0.5596756637096405
PDI INC,1.0,-0.04,0.06,,,transcripts_by_company/PDI_Inc_2011Q1.txt,0.4538176953792572,0.5461823046207428
UICI,4.0,0.52,0.46,,,transcripts_by_company/UICI_2003Q4.txt,0.544520914554596,0.45547908544540405
CINEDIGM CORP,2.0,-0.14,-0.09,,,transcripts_by_company/Cegedim_SA_2014Q2.txt,0.4948804974555969,0.5051195025444031
INFUSYSTEM HOLDINGS INC,3.0,0.14,0.03,,,transcripts_by_company/InfuSystem_Holdings_Inc_2020Q3.txt,0.46621495485305786,0.5337850451469421
SHELL MIDSTREAM PARTNERS LP,2.0,0.32,0.45,,,transcripts_by_company/Shell_Midstream_Partners_LP_2020Q2.txt,0.635664165019989,0.364335834980011
"NETEASE, INC",1.0,7.7,7.58,,,transcripts_by_company/NetEase_Inc_2022Q1.txt,0.5444924831390381,0.4555075168609619
AMN HEALTHCARE SERVICES  INC,4.0,0.63,0.66,,,transcripts_by_company/AMN_Healthcare_Services_Inc_2017Q4.txt,0.481132447719574,0.518867552280426
ZAFGEN INC,2.0,-0.57,-0.39,,,transcripts_by_company/Zafgen_Inc_2018Q2.txt,0.5659839510917664,0.43401604890823364
HCI GROUP INC,1.0,1.5,0.03,,,transcripts_by_company/HCI_Group_Inc_2023Q1.txt,0.4220666289329529,0.5779333710670471
LEAR CORP,1.0,2.28,2.09,,,transcripts_by_company/Lear_Corporation_2015Q1.txt,0.5349372029304504,0.46506279706954956
ALLIANT ENERGY CORP,1.0,0.3,0.57,,,transcripts_by_company/Alliant_Energy_2009Q1.txt,0.4359900951385498,0.5640099048614502
ACM RESEARCH INC,3.0,0.23,0.21,,,transcripts_by_company/ACM_Research_Inc_2018Q3.txt,0.4750557243824005,0.5249442756175995
CAPITAL PRODUCT PARTNERS LP,1.0,0.09,0.11,,,transcripts_by_company/Capital_Product_Partners_LP_2015Q1.txt,0.5269176363945007,0.47308236360549927
NASDAQ OMX GROUP INC,4.0,0.15,0.11,,,transcripts_by_company/OMX_AB_2005Q4.txt,0.5425059199333191,0.4574940800666809
INTRA-CELLULAR THERAPIES INC,4.0,-0.75,-1.04,,,transcripts_by_company/Intra-Cellular_Therapies_Inc_2018Q4.txt,0.5073914527893066,0.49260854721069336
NETLIST INC,2.0,-0.11,-0.07,,,transcripts_by_company/Netlist_Inc_2008Q2.txt,0.5858076214790344,0.4141923785209656
FUEL TECH INC,3.0,0.05,0.08,,,transcripts_by_company/QUANTUM_FUEL_SYS_TECH_WORLDWDE_2005Q3.txt,0.5315769910812378,0.4684230089187622
DEMAND MEDIA INC,2.0,0.09,0.07,,,transcripts_by_company/Demand_Media_Inc_2012Q2.txt,0.49283984303474426,0.5071601569652557
ALLIANCE DATA SYSTEMS CORP,1.0,2.83,2.94,,,transcripts_by_company/Alliance_Data_Systems_2014Q1.txt,0.538448691368103,0.461551308631897
NVIDIA CORP,3.0,0.07,-0.06,,,transcripts_by_company/NVIDIA_Corporation_2009Q3.txt,0.5153988003730774,0.4846011996269226
NUVEI CORP,3.0,0.39,0.57,,,transcripts_by_company/Nuvei_Corporation_2023Q3.txt,0.4733602702617645,0.5266397297382355
KIMCO REALTY CORP,2.0,0.04,0.06,,,transcripts_by_company/Kimco_Realty_Corporation_2010Q2.txt,0.5438336730003357,0.4561663269996643
GOL LINHAS AEREAS INTELIGENTES S,2.0,-0.28,-0.13,,,transcripts_by_company/GOL_Linhas_Aereas_Inteligentes_SA_2014Q2.txt,0.4692746102809906,0.5307253897190094
TWIN DISC INC,4.0,0.04,-0.13,,,transcripts_by_company/Twin_Disc_Incorporated_2017Q4.txt,0.5361095666885376,0.4638904333114624
GREEN MOUNTAIN COFFEE INC.,1.0,0.64,0.78,,,transcripts_by_company/Green_Mountain_Coffee_Roasters_Inc_2012Q1.txt,0.415886789560318,0.584113210439682
ALLEGION PLC,1.0,0.61,0.66,,,transcripts_by_company/Allegion_plc_2016Q1.txt,0.42801302671432495,0.571986973285675
SPS COMMERCE INC,4.0,0.35,0.55,,,transcripts_by_company/SPS_Commerce_Inc_2019Q4.txt,0.5441818833351135,0.4558181166648865
LCI INDUSTRIES,1.0,1.38,2.02,,,transcripts_by_company/LCI_Industries_2019Q1.txt,0.5175420045852661,0.4824579954147339
LECROY CORPORATION,3.0,0.26,0.26,,,transcripts_by_company/LeCroy_Corp_2011Q3.txt,0.5386871695518494,0.46131283044815063
ROYAL DUTCH SHELL PLC,4.0,0.6,0.58,,,transcripts_by_company/Royal_Dutch_Shell_plc_2017Q4.txt,0.5101083517074585,0.4898916482925415
GREEN PLAINS INC,4.0,0.12,0.39,,,transcripts_by_company/Green_Plains_Inc_CurrentQ4.txt,0.5536576509475708,0.4463423490524292
WINGSTOP INC,3.0,0.21,0.2,,,transcripts_by_company/Wingstop_Inc_2018Q3.txt,0.44703245162963867,0.5529675483703613
FULGENT GENETICS INC,4.0,-0.06,0.07,,,transcripts_by_company/Fulgent_Genetics_Inc_2017Q4.txt,0.4603644609451294,0.5396355390548706
TENET HEALTHCARE CORP,1.0,1.42,1.7,,,transcripts_by_company/Tenet_Healthcare_Corporation_2023Q1.txt,0.5788054466247559,0.42119455337524414
SHOCKWAVE MEDICAL INC,3.0,-0.38,-0.51,,,transcripts_by_company/ShockWave_Medical_Inc_2020Q3.txt,0.47506552934646606,0.5249344706535339
COMPANHIA BRASILEIRA DE DISTRIBC,4.0,0.88,0.65,,,transcripts_by_company/Companhia_Brasileira_de_Distribuicao_2009Q4.txt,0.5023960471153259,0.4976039528846741
CCC INFORMATION SERVICES GROUP,1.0,0.22,0.23,,,transcripts_by_company/CCC_Information_Services_Inc_2004Q1.txt,0.5334692597389221,0.4665307402610779
LIVE NATION ENTERTAINMENT INC,2.0,0.15,0.14,,,transcripts_by_company/Live_Nation_Inc_2007Q2.txt,0.588539719581604,0.411460280418396
BIO-RAD LABORATORIES INC,2.0,3.54,2.73,,,transcripts_by_company/Bio-Rad_Laboratories_Inc_2021Q2.txt,0.5194011330604553,0.4805988669395447
INTERSTATE HOTELS & RESORTS INC,1.0,-0.03,-0.02,,,transcripts_by_company/Interstate_Hotels_and_Resorts_2004Q1.txt,0.5476312637329102,0.45236873626708984
CIBER INC,1.0,0.03,0.04,,,transcripts_by_company/Ciber_Inc_2013Q1.txt,0.5754628777503967,0.42453712224960327
MGM GROWTH PROPERTIES LLC,1.0,0.22,0.24,,,transcripts_by_company/MGM_Growth_Properties_LLC_2018Q1.txt,0.4129599928855896,0.5870400071144104
IDEXX LABORATORIES INC,3.0,0.66,0.67,,,transcripts_by_company/IDEXX_Laboratories_Inc_2011Q3.txt,0.5252118110656738,0.47478818893432617
MT BANK CORP,4.0,2.66,2.42,,,transcripts_by_company/ING_Bank_Slaski_SA_2017Q4.txt,0.4552292227745056,0.5447707772254944
INFOBLOX INC,2.0,0.07,0.14,,,transcripts_by_company/Infoblox_Inc_2014Q2.txt,0.5419696569442749,0.4580303430557251
NU SKIN ENTERPRISES INC,1.0,0.37,0.92,,,transcripts_by_company/Nu_Skin_Enterprises_Inc_2023Q1.txt,0.4610433578491211,0.5389566421508789
OXFORD INDUSTRIES INC,1.0,0.13,0.73,,,transcripts_by_company/Oxford_Industries_Inc_2021Q1.txt,0.4790615141391754,0.5209384858608246
STEPAN CO,3.0,0.92,1.12,,,transcripts_by_company/Stepan_Co_2013Q3.txt,0.575677752494812,0.424322247505188
BRUNSWICK CORP,1.0,0.12,0.28,,,transcripts_by_company/Brunswick_Corporation_2008Q1.txt,0.45533010363578796,0.544669896364212
NEUROMETRIX INC,2.0,-0.13,-0.11,,,transcripts_by_company/NeuroMetrix_Inc_2009Q2.txt,0.5713462233543396,0.4286537766456604
PALM HARBOR HOMES INC,1.0,-0.19,0.19,,,transcripts_by_company/Palm_Harbor_Homes_Inc_2007Q1.txt,0.5074196457862854,0.4925803542137146
LEAPFROG ENTERPRISES INC,3.0,-0.46,0.02,,,transcripts_by_company/LeapFrog_Enterprises_Inc_2015Q3.txt,0.46627455949783325,0.5337254405021667
TENARIS SA,1.0,0.81,0.82,,,transcripts_by_company/Tenaris_2007Q1.txt,0.436879962682724,0.563120037317276
INNERWORKINGS INC,4.0,0.01,0.18,,,transcripts_by_company/InnerWorkings_Inc_2008Q4.txt,0.5436950922012329,0.4563049077987671
MINERVA NEUROSCIENCES INC,3.0,-0.24,-0.28,,,transcripts_by_company/Minerva_SA_2016Q3.txt,0.49848759174346924,0.5015124082565308
CONTAINER STORE GROUP INC,3.0,0.54,0.27,,,transcripts_by_company/The_Container_Store_Group_Inc_2021Q3.txt,0.4279111921787262,0.5720888078212738
MAIDEN HOLDINGS LTD,1.0,0.29,0.3,,,transcripts_by_company/Maiden_Holdings_Ltd_2013Q1.txt,0.5648645162582397,0.43513548374176025
ARCH CHEMICALS INC,3.0,0.25,0.15,,,transcripts_by_company/Arch_Chemicals_Inc_2004Q3.txt,0.5780785083770752,0.4219214916229248
HARTE-HANKS COMMUNICATIONS,2.0,0.13,0.18,,,transcripts_by_company/Harte-Hanks_Inc_2012Q2.txt,0.5520689487457275,0.44793105125427246
MERCURY COMPUTER SYSTEMS,2.0,0.2,0.29,,,transcripts_by_company/Mercury_Computer_Systems_2003Q2.txt,0.5707533359527588,0.4292466640472412
REPLIGEN CORP,1.0,0.17,0.17,,,transcripts_by_company/Repligen_Corporation_2018Q1.txt,0.5628308653831482,0.4371691346168518
OMNIVISION TECHNOLOGIES INC,3.0,0.07,0.03,,,transcripts_by_company/Omnivision_2002Q3.txt,0.5487461090087891,0.45125389099121094
ONCOCYTE CORP,1.0,-0.05,-0.08,,,transcripts_by_company/OncoCyte_Corporation_2021Q1.txt,0.5412948131561279,0.45870518684387207
VALEANT PHARMACEUTICALS INTERNAT,2.0,1.34,1.22,,,transcripts_by_company/Valeant_Pharmaceuticals_International_Inc_2013Q2.txt,0.458103209733963,0.541896790266037
FASTENAL CO,4.0,0.59,0.58,,,transcripts_by_company/Fastenal_Company_2018Q4.txt,0.5363712310791016,0.46362876892089844
IMMUNOGEN INC,4.0,-0.17,-0.23,,,transcripts_by_company/ImmunoGen_Inc_2021Q4.txt,0.496380478143692,0.503619521856308
INTERMUNE INC,3.0,-0.67,-0.32,,,transcripts_by_company/InterMune_Inc_2006Q3.txt,0.5631652474403381,0.43683475255966187
ARTHUR J GALLAGHER & CO,4.0,0.59,0.68,,,transcripts_by_company/Arthur_J_Gallagher_and_Company_2015Q4.txt,0.5040662884712219,0.4959337115287781
W&T OFFSHORE INC,1.0,0.29,1.21,,,transcripts_by_company/WandT_Offshore_Inc_2007Q1.txt,0.5615371465682983,0.43846285343170166
NISOURCE INC,2.0,0.13,0.16,,,transcripts_by_company/NiSource_Incorporated_2004Q2.txt,0.5308175683021545,0.46918243169784546
GOPRO INC,4.0,0.41,0.42,,,transcripts_by_company/GoPro_Inc_2021Q4.txt,0.46396079659461975,0.5360392034053802
XO GROUP INC,4.0,0.09,0.05,,,transcripts_by_company/XO_Group_Inc_2011Q4.txt,0.503958523273468,0.496041476726532
MEDICAL PROPERTIES TRUST INC,3.0,0.13,0.13,,,transcripts_by_company/Medical_Properties_Trust_Inc_2009Q3.txt,0.5532412528991699,0.4467587471008301
SUSSER HOLDINGS CORP,2.0,0.37,0.24,,,transcripts_by_company/Susser_Holdings_Corp_2007Q2.txt,0.518781840801239,0.481218159198761
KANSAS CITY SOUTHERN,3.0,0.32,0.17,,,transcripts_by_company/Kansas_City_Southern_2006Q3.txt,0.5331043601036072,0.4668956398963928
TEVA PHARMACEUTICAL INDUSTRIES L,2.0,0.56,0.58,,,transcripts_by_company/Teva_Pharmaceutical_Industries_Limited_2023Q2.txt,0.5559946894645691,0.4440053105354309
ENTROPIC COMMUNICATIONS INC,4.0,0.08,0.08,,,transcripts_by_company/Entropic_Communications_Inc_2012Q4.txt,0.5389915108680725,0.4610084891319275
MPLX LP,4.0,1.1,0.91,,,transcripts_by_company/MPLX_LP_2023Q4.txt,0.4814470112323761,0.5185529887676239
IMPAC MORTGAGE HOLDINGS INC,2.0,0.27,0.31,,,transcripts_by_company/Impac_Mortgage_Holdings_Inc_2006Q2.txt,0.5073640942573547,0.49263590574264526
APPLIED INDUSTRIAL TECHNOLOGIES,1.0,0.39,0.3,,,transcripts_by_company/Applied_Industrial_Technologies_2010Q1.txt,0.5980772972106934,0.40192270278930664
RPM INTERNATIONAL INC,1.0,0.2,0.15,,,transcripts_by_company/RPM_International_Inc_2015Q1.txt,0.5348301529884338,0.46516984701156616
NOVA CHEMICALS CORP,4.0,-2.3,0.77,,,transcripts_by_company/NOVA_Chemicals_2008Q4.txt,0.46842461824417114,0.5315753817558289
COOPER TIRE & RUBBER CO,3.0,0.29,0.31,,,transcripts_by_company/Cooper_Tire_and_Rubber_2007Q3.txt,0.5829168558120728,0.41708314418792725
CABOT CORP,2.0,0.06,0.38,,,transcripts_by_company/Cabot_Microelectronics_2009Q2.txt,0.5134010910987854,0.4865989089012146
KEYSTONE AUTOMOTIVE INDUSTRIES,4.0,0.25,0.35,,,transcripts_by_company/Keystone_Automotive_2004Q4.txt,0.6017820835113525,0.39821791648864746
HENRY SCHEIN INC,4.0,0.7,0.67,,,transcripts_by_company/Henry_Schein_2006Q4.txt,0.5043010115623474,0.4956989884376526
GLADSTONE LAND CORP,3.0,-0.03,-0.01,,,transcripts_by_company/Gladstone_Land_Corporation_2019Q3.txt,0.45767393708229065,0.5423260629177094
SUNRISE SENIOR LIVING INC,3.0,0.41,0.48,,,transcripts_by_company/Sunrise_Senior_Living_Inc_2004Q3.txt,0.46620577573776245,0.5337942242622375
LEVI STRAUSS & CO,4.0,0.34,0.41,,,transcripts_by_company/Levi_Strauss_and_Co_2022Q4.txt,0.4853380620479584,0.5146619379520416
"SPATIALIGHT, INC.",2.0,-0.1,-0.04,,,transcripts_by_company/Tiscali_SpA_2005Q2.txt,0.5790191888809204,0.4209808111190796
ALNYLAM PHARMACEUTICALS INC,3.0,-0.23,-0.38,,,transcripts_by_company/Alnylam_Pharmaceuticals_2006Q3.txt,0.5087970495223999,0.4912029504776001
CALITHERA BIOSCIENCES INC,3.0,-0.32,-0.37,,,transcripts_by_company/Calithera_Biosciences_Inc_2020Q3.txt,0.5689000487327576,0.43109995126724243
PAR TECHNOLOGY C,2.0,0.14,0.08,,,transcripts_by_company/PAR_Technology_Corporation_2004Q2.txt,0.530059814453125,0.469940185546875
