ticker,period,eps_actual,eps_forecast,eps_std,sue,transcript_path,cosine,nnw
SEPRACOR INC,4.0,0.92,0.52,,,transcripts_by_company/Sepracor_2008Q4.txt,0.5629432797431946,0.4370567202568054
BANK OF NOVA SCOTIA,3.0,0.98,1.08,,,transcripts_by_company/Bank_of_Nova_Scotia_2008Q3.txt,0.4792618453502655,0.5207381546497345
SPLUNK INC,4.0,0.83,0.01,,,transcripts_by_company/Splunk_Inc_2022Q4.txt,0.5310422778129578,0.46895772218704224
ALLERGAN INC,2.0,0.86,0.95,,,transcripts_by_company/Allergan_2006Q2.txt,0.41440603137016296,0.585593968629837
AFFILIATED MANAGERS GROUP INC,4.0,1.79,1.66,,,transcripts_by_company/Affiliated_Managers_Group_Inc_2006Q4.txt,0.4764226973056793,0.5235773026943207
VICOR CORP,1.0,0.25,0.26,,,transcripts_by_company/Vicor_Corporation_2023Q1.txt,0.4992605745792389,0.5007394254207611
TESSERA TECHNOLOGIES INC.,1.0,0.05,0.27,,,transcripts_by_company/Tessera_Technologies_Inc_2008Q1.txt,0.5329568386077881,0.4670431613922119
STERLING CONSTRUCTION COMPANY IN,1.0,0.12,0.24,,,transcripts_by_company/Sterling_Construction_Company_Inc_2020Q1.txt,0.5122151970863342,0.48778480291366577
SUPERNUS PHARMACEUTICALS INC,3.0,0.52,0.51,,,transcripts_by_company/Supernus_Pharmaceuticals_Inc_2018Q3.txt,0.4614679515361786,0.5385320484638214
VF CORP,1.0,0.67,0.75,,,transcripts_by_company/VF_Corporation_2015Q1.txt,0.45290055871009827,0.5470994412899017
HUMANA INC,1.0,0.41,0.38,,,transcripts_by_company/Humana_2004Q1.txt,0.4547445476055145,0.5452554523944855
ASTEC INDUSTRIES INC,2.0,0.49,0.35,,,transcripts_by_company/Astec_Industrie_2005Q2.txt,0.554552435874939,0.44544756412506104
SAP A.G.,3.0,0.91,1.03,,,transcripts_by_company/SAP_SE_2016Q3.txt,0.49984443187713623,0.5001555681228638
AEGERION PHARMACEUTICALS INC,2.0,-0.33,-0.08,,,transcripts_by_company/Aegerion_Pharmaceuticals_Inc_2014Q2.txt,0.5045077800750732,0.49549221992492676
HIMAX TECHNOLOGIES INC,3.0,0.795,0.28,,,transcripts_by_company/Himax_Technologies_Inc_2021Q3.txt,0.44370391964912415,0.5562960803508759
VOLT INFORMATION SCIENCES INC,4.0,1.03,0.54,,,transcripts_by_company/Volt_Information_Sciences_2007Q4.txt,0.47894102334976196,0.521058976650238
MEMSIC INC,3.0,0.0,-0.03,,,transcripts_by_company/MEMSIC_Inc_2009Q3.txt,0.5286424160003662,0.4713575839996338
MILLENNIUM PHARMACEUTICALS INC,1.0,-0.09,-0.13,,,transcripts_by_company/Millennium_Pharmaceuticals_Inc_2005Q1.txt,0.5312864780426025,0.46871352195739746
ANGIODYNAMICS INC,4.0,0.12,0.16,,,transcripts_by_company/AngioDynamics_2008Q4.txt,0.47369468212127686,0.5263053178787231
DEUTSCHE TELEKOM AG,4.0,0.998,0.8,,,transcripts_by_company/Deutsche_Telekom_2015Q4.txt,0.4936327636241913,0.5063672363758087
1-800 CONTACTS INC,1.0,-0.16,0.01,,,transcripts_by_company/1-800_CONTACTS_INC_2004Q1.txt,0.5222288966178894,0.4777711033821106
PRICELINE GROUP INC,2.0,12.45,14.24,,,transcripts_by_company/Priceline_Group_2015Q2.txt,0.4812524914741516,0.5187475085258484
HALOZYME THERAPEUTICS INC,1.0,-0.12,-0.12,,,transcripts_by_company/Halozyme_Therapeutics_Inc_2015Q1.txt,0.4697105288505554,0.5302894711494446
CALIFORNIA WATER SERVICE CO,3.0,0.59,0.74,,,transcripts_by_company/California_Water_Service_Group_2004Q3.txt,0.4640476107597351,0.5359523892402649
BF GOODRICH COMPANY,3.0,0.41,0.31,,,transcripts_by_company/Goodrich_Corporation_2004Q3.txt,0.530232846736908,0.46976715326309204
VIASAT INC,2.0,0.22,0.2,,,transcripts_by_company/ViaSat_2005Q2.txt,0.5291480422019958,0.47085195779800415
CLECO CORPORATE HOLDINGS LLC,2.0,0.64,0.58,,,transcripts_by_company/Cleco_Corporation_2012Q2.txt,0.4636848270893097,0.5363151729106903
ATHENE HOLDING LTD,1.0,-0.6,1.88,,,transcripts_by_company/Athene_Holding_Ltd_2020Q1.txt,0.5679246187210083,0.4320753812789917
D.R. HORTON INC,2.0,-0.45,-0.17,,,transcripts_by_company/DR_Horton_2009Q2.txt,0.5437662601470947,0.4562337398529053
VIEWRAY INC,4.0,-0.15,-0.14,,,transcripts_by_company/ViewRay_Inc_2022Q4.txt,0.4620717465877533,0.5379282534122467
ALBANY MOLECULAR RESEARCH,2.0,0.23,0.14,,,transcripts_by_company/Albany_Molecular_Research_2005Q2.txt,0.5037233829498291,0.4962766170501709
CVR ENERGY INC,1.0,-0.25,0.2,,,transcripts_by_company/CVR_ENERGY_INC_2010Q1.txt,0.5341730713844299,0.46582692861557007
STATE AUTO FINANCIAL CORP,2.0,-0.08,0.12,,,transcripts_by_company/State_Auto_Financial_Corporation_2018Q2.txt,0.5396462082862854,0.4603537917137146
DESCARTES SYSTEMS GROUP (THE),1.0,0.08,0.08,,,transcripts_by_company/The_Descartes_Systems_Group_2010Q1.txt,0.46464961767196655,0.5353503823280334
GYMBOREE CORPORATION,4.0,0.27,0.32,,,transcripts_by_company/Gymboree_Corp_2003Q4.txt,0.5192868709564209,0.4807131290435791
MASTERCARD INC,2.0,1.66,1.34,,,transcripts_by_company/Mastercard_Incorporated_2018Q2.txt,0.3872964084148407,0.6127035915851593
RADIOSHACK CORPORATION,4.0,-1.23,-1.27,,,transcripts_by_company/RadioShack_Corporation_2014Q4.txt,0.5898105502128601,0.4101894497871399
PATTERSON COMPANIES INC,4.0,0.58,0.56,,,transcripts_by_company/Patterson_Companies_Inc_2021Q4.txt,0.5239468216896057,0.4760531783103943
MONTPELIER RE HOLDING,3.0,-0.65,0.62,,,transcripts_by_company/Montpelier_Re_Holdings_Ltd_2008Q3.txt,0.48389050364494324,0.5161094963550568
CONTAINER STORE GROUP INC,2.0,0.21,0.21,,,transcripts_by_company/The_Container_Store_Group_Inc_2022Q2.txt,0.4439231753349304,0.5560768246650696
HARLEY-DAVIDSON INC,2.0,-0.6,1.42,,,transcripts_by_company/Harley-Davidson_Inc_2020Q2.txt,0.3838737905025482,0.6161262094974518
GEN-PROBE INC,3.0,0.57,0.6,,,transcripts_by_company/Gen-Probe_2011Q3.txt,0.4959104657173157,0.5040895342826843
NEWELL RUBBERMAID INC,2.0,0.64,0.65,,,transcripts_by_company/Newell_Rubbermaid_Inc_2015Q2.txt,0.5086769461631775,0.4913230538368225
EXACT SCIENCES CORP,1.0,-0.08,-0.1,,,transcripts_by_company/Exact_Sciences_Corporation_2011Q1.txt,0.5104652047157288,0.48953479528427124
TREMOR VIDEO INC,1.0,-0.14,-0.12,,,transcripts_by_company/Tremor_Video_Inc_2017Q1.txt,0.48204416036605835,0.5179558396339417
CAMBREX CORPORATION,2.0,0.68,0.61,,,transcripts_by_company/Cambrex_Corporation_2016Q2.txt,0.49622321128845215,0.5037767887115479
AUGUST TECHNOLOGY,3.0,-0.14,-0.01,,,transcripts_by_company/August_Technology_Corp_2002Q3.txt,0.48944059014320374,0.5105594098567963
ZEBRA TECHNOLOGIES CORP,2.0,0.61,0.47,,,transcripts_by_company/Zebra_Technologies_2011Q2.txt,0.4980934262275696,0.5019065737724304
U.S. PHYSICAL THERAPY INC,1.0,0.13,0.17,,,transcripts_by_company/US_Physical_Therapy_Inc_2004Q1.txt,0.4824751317501068,0.5175248682498932
SIRIUS XM RADIO INC,3.0,0.02,0.01,,,transcripts_by_company/SIRIUS_XM_Radio_Inc_2011Q3.txt,0.5461865663528442,0.45381343364715576
BILL BARRETT CORP,3.0,-0.1,-0.27,,,transcripts_by_company/Bill_Barrett_Corporation_2016Q3.txt,0.5651233196258545,0.4348766803741455
SEI CORP,2.0,0.32,0.34,,,transcripts_by_company/SEI_Investments_2003Q2.txt,0.5096765756607056,0.49032342433929443
CELGENE CORP,2.0,1.23,1.16,,,transcripts_by_company/Celgene_Corp_2015Q2.txt,0.4780237674713135,0.5219762325286865
CBOE GLOBAL MARKETS INC,4.0,1.7,1.29,,,transcripts_by_company/Cboe_Global_Markets_Inc_2021Q4.txt,0.6474369764328003,0.3525630235671997
COLE KENNETH PRODUCTIONS,2.0,-0.11,0.13,,,transcripts_by_company/Kenneth_Cole_2008Q2.txt,0.4830096960067749,0.5169903039932251
DOUGLAS EMMETT INC,2.0,0.14,0.14,,,transcripts_by_company/Douglas_Emmett_Inc_2022Q2.txt,0.5535038113594055,0.4464961886405945
CINCINNATI FINANCIAL CORP,4.0,0.57,0.65,,,transcripts_by_company/Cincinnati_Financial_Corporation_2008Q4.txt,0.578288197517395,0.421711802482605
HNI CORP,2.0,0.42,0.71,,,transcripts_by_company/HNI_Corporation_2017Q2.txt,0.49540945887565613,0.5045905411243439
DOT HILL SYSTEMS CORP,3.0,0.05,0.0,,,transcripts_by_company/Dot_Hill_Systems_Corp_2013Q3.txt,0.4708336591720581,0.5291663408279419
CIMAREX ENERGY CO,1.0,2.0,0.99,,,transcripts_by_company/Cimarex_Energy_Co_2010Q1.txt,0.5329829454421997,0.4670170545578003
FEDERAL AGRICULTURAL MORTGAGE CO,4.0,1.22,1.12,,,transcripts_by_company/Federal_Agricultural_Mortgage_Corporation_2012Q4.txt,0.47967901825904846,0.5203209817409515
TUNIU CORP,3.0,-0.65,-0.63,,,transcripts_by_company/Tuniu_Corporation_2015Q3.txt,0.4405275285243988,0.5594724714756012
INFOSYS LTD,3.0,0.15,0.13,,,transcripts_by_company/Infosys_Limited_2020Q3.txt,0.48941078782081604,0.510589212179184
ROADRUNNER TRANSPORTATION SYSTEM,2.0,0.24,0.22,,,transcripts_by_company/Roadrunner_Transportation_Systems_Inc_2011Q2.txt,0.5085808634757996,0.49141913652420044
ELEVATE CREDIT INC,2.0,-0.21,-0.03,,,transcripts_by_company/Elevate_Credit_Inc_2022Q2.txt,0.5165047645568848,0.48349523544311523
BG GROUP PLC,1.0,1.5,2.1,,,transcripts_by_company/Standard_Bank_Group_Ltd_2009Q1.txt,0.46509572863578796,0.534904271364212
MRI INTERVENTIONS INC,4.0,-0.02,-0.02,,,transcripts_by_company/MRI_Interventions_Inc_2015Q4.txt,0.4436086416244507,0.5563913583755493
TRIMBLE INC,3.0,0.66,0.75,,,transcripts_by_company/Trimble_Inc_2022Q3.txt,0.4844827353954315,0.5155172646045685
VERA BRADLEY INC,1.0,0.5,0.47,,,transcripts_by_company/Vera_Bradley_Inc_2012Q1.txt,0.4019623398780823,0.5980376601219177
GENUS INC,3.0,-0.1,0.02,,,transcripts_by_company/Genus_Inc_2004Q3.txt,0.46337202191352844,0.5366279780864716
